Actor1Name,Actor1KnownGroupCode,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Name,Actor2KnownGroupCode,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,EventCode,EventBaseCode,EventRootCode,GoldsteinScale,NumMentions,AvgTone
,,,,,AFRICA,,,,,193,193,19,-10.0,10,-2.99043062200957
UNITED KINGDOM,,,,,,,,,,071,071,07,7.4,4,0.92165898617512
STUDENT,,EDU,,,,,,,,043,043,04,2.8,3,0.27932960893855
FREEDOM HOUSE,,NGO,HRI,,EUROPEAN,,,,,120,120,12,-4.0,10,-1.35396518375241
AUSTRALIA,,,,,PRIME MINISTER,,GOV,,,071,071,07,7.4,2,2.43055555555555
MILITARY PERSONNEL,,MIL,,,COLOMBIAN,,GOV,,,072,072,07,8.3,3,-4.23728813559322
EUROPE,,,,,UNITED KINGDOM,,,,,190,190,19,-10.0,1,-5.17241379310345
BRAZIL,,,,,,,,,,090,090,09,-2.0,10,-3.05084745762712
EUROPE,,,,,MADRID,,,,,190,190,19,-10.0,3,-5.17241379310345
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,4,1.51228733459358
EUROPE,,,,,OSLO,,,,,190,190,19,-10.0,2,-5.17241379310345
GOOGLE,,MNC,MED,,,,,,,090,090,09,-2.0,10,-1.14107883817428
RUSSIA,,,,,UKRAINE,,,,,162,162,16,-5.6,10,-4.04371584699453
RUSSIA,,,,,UKRAINE,,,,,130,130,13,-4.4,10,-4.04371584699453
EUROPE,,,,,TERRORIST,,UAF,,,190,190,19,-10.0,2,-5.17241379310345
AFGHAN,,,,,,,,,,141,141,14,-6.5,10,1.32200188857412
THE US,,,,,,,,,,172,172,17,-5.0,15,2.98165137614679
THE EUROPEAN UNION,EEC,IGO,,,EUROPEAN,,,,,012,012,01,-0.4,10,-1.35396518375241
MILITARY PERSONNEL,,MIL,,,COLOMBIAN,,,,,072,072,07,8.3,4,-4.23728813559322
EUROPE,,,,,LONDON,,,,,190,190,19,-10.0,2,-5.17241379310345
UNITED STATES,,,,,,,,,,010,010,01,0.0,4,-3.5490605427975
,,,,,STUDENT,,EDU,,,042,042,04,1.9,2,0.27932960893855
,,,,,FARMER,,AGR,,,042,042,04,1.9,10,0.85378868729989
,,,,,STUDENT,,EDU,,,042,042,04,1.9,3,0.27932960893855
COLOMBIAN,,GOV,,,GUERRILLA,,REB,,,072,072,07,8.3,3,-4.23728813559322
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,1,1.49532710280374
RUSSIA,,,,,UKRAINE,,,,,162,162,16,-5.6,1,-4.85781990521327
BAHAMA,,,,,,,,,,112,112,11,-2.0,2,-1.4519056261343
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,5,0.83798882681564
UNITED STATES,,,,,,,,,,042,042,04,1.9,1,1.39103554868624
BUSINESS,,BUS,,,,,,,,013,013,01,0.4,1,1.51228733459358
POLICE,,COP,,,,,,,,010,010,01,0.0,6,-3.03030303030303
AUSTRIA,,,,,AUSTRIA,,JUD,,,042,042,04,1.9,2,2.35131396957123
AFRICA,,,,,,,,,,046,046,04,7.0,5,-0.78369905956113
,,,,,AUSTRIA,,,,,042,042,04,1.9,2,2.35131396957123
SPANIARD,,,,,UNITED STATES,,,,,010,010,01,0.0,6,2.57234726688102
SPANIARD,,,,,,,,,,010,010,01,0.0,2,2.57234726688102
,,,,,NEW YORK CITY,,,,,043,043,04,2.8,10,0.0
AFGHANISTAN,,,,,LECTURER,,EDU,,,010,010,01,0.0,1,-0.60514372163389
BANGLADESH,,,,,PAKISTAN,,,,,043,043,04,2.8,3,-5.12820512820513
AUSTRALIAN,,,,,AUSTRALIA,,GOV,,,020,020,02,3.0,2,-0.35813768404298
CLEVELAND,,,,,SYRIA,,,,,043,043,04,2.8,1,1.01694915254237
AUSTRIA,,,,,,,,,,043,043,04,2.8,2,2.35131396957123
PAKISTAN,,,,,BANGLADESH,,,,,042,042,04,1.9,3,-5.12820512820513
,,,,,COMMUNITY,,CVL,,,090,090,09,-2.0,10,0.62724014336918
PRESIDENT,,GOV,,,,,,,,013,013,01,0.4,10,-0.31152647975078
PAKISTAN,,,,,BANGLADESH,,,,,042,042,04,1.9,1,-5.12820512820513
,,,,,PRESIDENT,,GOV,,,043,043,04,2.8,10,-4.74604496253122
STUDENT,,EDU,,,,,,,,010,010,01,0.0,6,2.33785822021116
UNITED STATES,,,,,,,,,,010,010,01,0.0,4,1.1070110701107
MINNESOTA,,,,,,,,,,042,042,04,1.9,3,1.39103554868624
AUSTRALIA,,GOV,,,AUSTRALIA,,,,,020,020,02,3.0,1,-0.35813768404298
AFGHANISTAN,,,,,AFGHANISTAN,,EDU,,,010,010,01,0.0,2,-0.60514372163389
NATO,NAT,IGO,,,,,,,,154,154,15,-7.2,10,-2.12655601659751
SOUTH KOREA,,,,,,,,,,010,010,01,0.0,4,-2.05128205128205
UNITED STATES,,,,,STUDENT,,EDU,,,010,010,01,0.0,4,2.33785822021116
POLICE,,COP,,,FRANCE,,,,,013,013,01,0.4,4,-3.03030303030303
PAKISTAN,,,,,BANGLADESH,,,,,042,042,04,1.9,1,-5.12820512820513
SYRIA,,,,,CLEVELAND,,,,,042,042,04,1.9,1,1.01694915254237
AUSTRALIAN,,GOV,,,,,,,,020,020,02,3.0,7,-0.35813768404298
UNITED STATES,,,,,,,,,,042,042,04,1.9,1,1.39103554868624
,,,,,AFRICA,,,,,193,193,19,-10.0,10,-2.83582089552239
BANGLADESH,,,,,PAKISTAN,,,,,043,043,04,2.8,1,-5.12820512820513
PRESIDENT,,GOV,,,,,,,,042,042,04,1.9,10,-4.74604496253122
,,,,,AFRICA,,,,,046,046,04,7.0,5,-0.78369905956113
FELON,,CRM,,,PRISON,,COP,,,173,173,17,-5.0,10,-17.910447761194
IRELAND,,,,,,,,,,015,015,01,0.0,4,0.0
LECTURER,,EDU,,,KABUL,,EDU,,,010,010,01,0.0,3,-0.60514372163389
INVESTOR,,BUS,,,,,,,,071,071,07,7.4,5,-2.60416666666666
SOUTH KOREA,,,,,MICROSOFT,,MNC,,,010,010,01,0.0,10,4.45103857566766
,,,,,MINNESOTA,,,,,043,043,04,2.8,4,1.39103554868624
BANGLADESH,,,,,PAKISTAN,,,,,043,043,04,2.8,1,-5.12820512820513
UNIVERSITY,,EDU,,,UNITED NATIONS,UNO,IGO,,,051,051,05,3.4,10,3.48837209302325
AUSTRIA,,JUD,,,AUSTRIA,,,,,043,043,04,2.8,2,2.35131396957123
NEW YORK CITY,,,,,,,,,,042,042,04,1.9,10,0.0
MILITARY,,MIL,,,,,,,,1384,138,13,-7.0,5,-4.81181515007146
NEW YORK,,,,,UNITED NATIONS,UNO,IGO,,,051,051,05,3.4,10,3.48837209302325
LECTURER,,EDU,,,KABUL,,,,,010,010,01,0.0,1,-0.60514372163389
INVESTOR,,BUS,,,,,,,,071,071,07,7.4,5,-2.60416666666666
PRESIDENT,,GOV,,,TELEVISION,,MED,,,051,051,05,3.4,6,2.27272727272727
,,,,,PRESIDENT,,GOV,,,043,043,04,2.8,10,-4.65707027942422
,,,,,ISRAELI,,,,,036,036,03,4.0,7,-3.26223337515683
CHINA,,,,,,,,,,050,050,05,3.5,10,4.97237569060774
CHINA,,,,,,,,,,050,050,05,3.5,10,4.08163265306123
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,2,-3.28947368421053
UNITED STATES,,LAB,,,,,,,,114,114,11,-2.0,2,-6.37254901960784
BRAZIL,,,,,TELEVISION,,MED,,,051,051,05,3.4,4,2.27272727272727
CANADIAN,,,,,INVESTOR,,BUS,,,173,173,17,-5.0,2,-8.08080808080808
NEWS EDITOR,,MED,,,NAIROBI,,EDU,,,040,040,04,1.0,10,2.09923664122137
COLOMBIA,,,,,PERU,,,,,1821,182,18,-9.0,10,-5.41538461538462
,,,,,CHINA,,,,,040,040,04,1.0,10,2.83687943262412
RUSSIA,,,,,UKRAINE,,,,,190,190,19,-10.0,18,-1.16643953842534
BOLIVIA,,,,,PERU,,,,,1821,182,18,-9.0,8,-5.41538461538462
PRESIDENT,,GOV,,,,,,,,042,042,04,1.9,10,-4.65707027942422
UNITED STATES,,EDU,,,UNITED STATES,,GOV,,,071,071,07,7.4,2,-3.01204819277108
,,,,,GOVERNMENT,,GOV,,,100,100,10,-5.0,10,-3.42205323193917
NEW ZEALAND,,,,,,,,,,070,070,07,7.0,10,2.17785843920145
UNITED STATES,,,,,,,,,,1712,171,17,-9.2,1,-6.95266272189349
ARGENTINA,,,,,PERU,,,,,1821,182,18,-9.0,2,-5.41538461538462
UNITED STATES,,,,,,,,,,020,020,02,3.0,1,-0.120481927710843
,,,,,GOVERNMENT,,GOV,,,014,014,01,0.0,10,-3.42205323193917
ARGENTINA,,,,,PERU,,,,,1821,182,18,-9.0,8,-5.41538461538462
CANADIAN,,,,,UNITED STATES,,BUS,,,173,173,17,-5.0,6,-8.08080808080808
UNITED STATES,,EDU,,,PRESIDENT,,GOV,,,071,071,07,7.4,4,-3.01204819277108
BANGKOK,,,,,INVESTOR,,BUS,,,173,173,17,-5.0,1,-8.08080808080808
GOVERNMENT,,GOV,,,,,,,,043,043,04,2.8,10,-3.42205323193917
GOVERNMENT,,GOV,,,,,,,,141,141,14,-6.5,10,-3.12916111850866
SCHOOL,,EDU,,,PRESIDENT,,GOV,,,071,071,07,7.4,2,-3.01204819277108
NAIROBI,,EDU,,,NEWS EDITOR,,MED,,,040,040,04,1.0,10,2.09923664122137
BOLIVIA,,,,,PERU,,,,,1821,182,18,-9.0,2,-5.41538461538462
UNITED STATES,,,,,,,,,,1712,171,17,-9.2,1,-6.95266272189349
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,12,-3.30168124769552
RUSSIA,,,,,UKRAINE,,,,,190,190,19,-10.0,6,-1.16643953842534
COLLEGE,,EDU,,,,,,,,071,071,07,7.4,5,-2.35294117647059
BANGKOK,,,,,UNITED STATES,,BUS,,,173,173,17,-5.0,4,-8.08080808080808
,,,,,GOVERNMENT,,GOV,,,042,042,04,1.9,10,-3.42205323193917
SUPREME COURT,,JUD,,,,,,,,020,020,02,3.0,10,-0.22774720060733
,,,,,NEW YORK CITY,,,,,043,043,04,2.8,10,0.0
RUSSIA,,,,,UKRAINE,,,,,190,190,19,-10.0,6,-1.16643953842534
CANADA,,,,,UNITED STATES,,BUS,,,173,173,17,-5.0,2,-8.08080808080808
CHINA,,,,,,,,,,040,040,04,1.0,10,2.83687943262412
OTTAWA,,,,,,,,,,010,010,01,0.0,10,-5.60747663551401
UKRAINE,,,,,RUSSIA,,,,,190,190,19,-10.0,18,-1.16643953842534
INDUSTRY,,BUS,,,,,,,,051,051,05,3.4,10,0.82768999247555
UNITED STATES,,EDU,,,UNITED STATES,,,,,071,071,07,7.4,2,-3.01204819277108
NEW YORK CITY,,,,,,,,,,042,042,04,1.9,10,0.0
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,48,-3.30168124769552
ISRAELI,,,,,,,,,,036,036,03,4.0,7,-3.26223337515683
UNITED STATES,,,,,,,,,,020,020,02,3.0,1,-0.120481927710843
UKRAINE,,,,,RUSSIA,,,,,190,190,19,-10.0,6,-1.16643953842534
UNITED STATES,,,,,INDUSTRY,,BUS,,,111,111,11,-2.0,4,4.24528301886792
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,8,-3.28947368421053
CHINA,,,,,,,,,,050,050,05,3.5,10,5.01392757660167
UKRAINE,,,,,RUSSIA,,,,,190,190,19,-10.0,6,-1.16643953842534
CANADA,,,,,,,,,,042,042,04,1.9,8,-8.6092209201809
,,,,,CANADA,,,,,043,043,04,2.8,8,-8.6092209201809
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,2,-0.50709939148073
BRAZIL,,,,,INDUSTRY,,BUS,,,010,010,01,0.0,8,-0.57664584334454
EUROPE,,,,,,,,,,017,017,01,0.0,10,8.70870870870871
SYRIAN,,MIL,,,FIGHTER,,UAF,MIL,,173,173,17,-5.0,6,-13.4246575342465
CHINA,,,,,,,,,,050,050,05,3.5,10,6.87022900763359
KANSAS,,,,,KANSAS,,BUS,,,090,090,09,-2.0,3,0.78616352201257
RUSSIA,,,,,OPEC,OPC,IGO,BUS,,120,120,12,-4.0,2,-3.30188679245283
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,6,-0.50709939148073
AUSTRIA,,,,,UNITED STATES,,,,,051,051,05,3.4,1,5.73476702508961
SINGAPORE,,,,,SOVEREIGN,,GOV,,,071,071,07,7.4,8,-3.23353293413174
CHINA,,,,,,,,,,050,050,05,3.5,10,5.0
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,8,-3.35570469798658
SYRIAN,,,,,FIGHTER,,UAF,MIL,,173,173,17,-5.0,4,-13.4246575342465
AUSTRIA,,,,,UNITED STATES,,,,,051,051,05,3.4,1,5.73476702508961
,,,,,STUDENT,,EDU,,,192,192,19,-9.5,10,0.83682008368201
NAIROBI,,EDU,,,NEWS EDITOR,,MED,,,040,040,04,1.0,10,2.26843100189036
UNITED KINGDOM,,,,,,,,,,010,010,01,0.0,4,-1.21580547112462
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,8,-3.28947368421053
,,,,,IRAN,,,,,050,050,05,3.5,4,-2.32018561484919
MEXICO,,,,,BANK,,BUS,,,190,190,19,-10.0,2,-1.76824680210685
IRAN,,,,,,,,,,050,050,05,3.5,4,-2.32018561484919
NEWS EDITOR,,MED,,,NAIROBI,,EDU,,,040,040,04,1.0,10,2.26843100189036
BRAZIL,,,,,INDUSTRY,,BUS,,,036,036,03,4.0,4,-0.57664584334454
UNITED STATES,,BUS,,,KANSAS,,,,,090,090,09,-2.0,2,0.78616352201257
MEXICO,,,,,BANK,,BUS,,,190,190,19,-10.0,8,-1.76824680210685
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,2,-0.50709939148073
ACTIVIST,,OPP,,,GOVERNMENT,,GOV,,,071,071,07,7.4,2,-1.99335548172758
CHINA,,,,,,,,,,050,050,05,3.5,10,5.02793296089385
ARMY,,MIL,,,,,,,,040,040,04,1.0,10,3.20916905444126
,,,,,ARMY,,MIL,,,040,040,04,1.0,10,3.20916905444126
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,2,-3.35570469798658
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,2,-0.50709939148073
CANADIAN,,,,,INVESTOR,,BUS,,,173,173,17,-5.0,8,-8.4070796460177
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,6,-0.50709939148073
BRAZIL,,,,,INDUSTRY,,BUS,,,036,036,03,4.0,4,-0.57664584334454
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,2,-0.50709939148073
ABU DHABI,,,,,SOVEREIGN,,GOV,,,071,071,07,7.4,2,-3.23353293413174
COMPANY,,BUS,,,,,,,,080,080,08,5.0,4,1.09953703703704
RUSSIA,,,,,OPEC,OPC,IGO,BUS,,120,120,12,-4.0,8,-3.30188679245283
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,2,-3.28947368421053
IRAN,,,,,,,,,,050,050,05,3.5,1,-2.32018561484919
CANADIAN,,,,,INVESTOR,,BUS,,,173,173,17,-5.0,2,-8.4070796460177
ACTIVIST,,OPP,,,GOVERNMENT,,GOV,,,071,071,07,7.4,3,-1.99335548172758
BANGKOK,,,,,INVESTOR,,BUS,,,173,173,17,-5.0,5,-8.4070796460177
INDUSTRY,,BUS,,,BRAZIL,,,,,036,036,03,4.0,8,-0.57664584334454
,,,,,IRAN,,,,,050,050,05,3.5,1,-2.32018561484919
COMPANY,,BUS,,,,,,,,080,080,08,5.0,6,1.09953703703704
EXPATRIATE,,REF,,,,,,,,010,010,01,0.0,10,2.18579234972678
GREECE,,,,,,,,,,138,138,13,-7.0,1,2.08816705336427
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,1,-3.26086956521739
UNITED STATES,,,,,CUBA,,,,,042,042,04,1.9,2,0.0683526999316397
CUBA,,,,,UNITED STATES,,,,,043,043,04,2.8,2,0.0683526999316397
CUBA,,,,,UNITED STATES,,,,,043,043,04,2.8,6,0.0683526999316397
HYOGO,,,,,,,,,,010,010,01,0.0,2,-0.28198801550934
RUSSIA,,,,,PRODUCER,,BUS,,,120,120,12,-4.0,4,-3.26086956521739
BOTSWANA,,,,,INDUSTRY,,BUS,,,112,112,11,-2.0,2,-1.49750415973377
CUBA,,,,,UNITED STATES,,,,,043,043,04,2.8,2,0.0683526999316397
CHIEF EXECUTIVE,,GOV,,,COMPANY,,BUS,,,051,051,05,3.4,10,2.91666666666667
UNITED STATES,,,,,CUBA,,,,,020,020,02,3.0,1,0.0683526999316397
UNITED STATES,,,,,CUBA,,,,,042,042,04,1.9,6,0.0683526999316397
UNITED KINGDOM,,,,,,,,,,010,010,01,0.0,4,-2.65957446808511
GREECE,,,,,,,,,,138,138,13,-7.0,3,2.08816705336427
UNITED STATES,,,,,CUBA,,,,,042,042,04,1.9,2,0.0683526999316397
UNITED STATES,,,,,CUBA,,,,,020,020,02,3.0,3,0.0683526999316397
CHIEF EXECUTIVE,,GOV,,,,,,,,070,070,07,7.0,10,2.91666666666667
HYOGO,,,,,,,,,,010,010,01,0.0,4,-0.28198801550934
BOTSWANA,,,,,INDUSTRY,,BUS,,,112,112,11,-2.0,3,-1.49750415973377
UNITED STATES,,,,,CUBA,,,,,020,020,02,3.0,1,0.0683526999316397
HEALTH CARE PROVIDER,,HLH,,,UNITED STATES,,,,,020,020,02,3.0,2,4.16666666666667
TANZANIA,,,,,CHINA,,,,,013,013,01,0.4,2,2.7027027027027
,,,,,UNITED STATES,,,,,043,043,04,2.8,4,-4.30906389301635
CHIEF EXECUTIVE,,GOV,,,COMPANY,,BUS,,,051,051,05,3.4,10,2.72108843537415
CHINA,,,,,TANZANIA,,,,,013,013,01,0.4,6,2.7027027027027
HEALTH CARE PROVIDER,,HLH,,,,,,,,020,020,02,3.0,8,4.16666666666667
CHIEF EXECUTIVE,,GOV,,,,,,,,070,070,07,7.0,10,2.72108843537415
INVESTOR,,BUS,,,,,,,,0311,031,03,5.2,10,-1.33555926544241
IRISH,,,,,,,,,,060,060,06,6.0,2,0.89743589743589
CHINA,,,,,,,,,,112,112,11,-2.0,20,-1.85615098269185
TANZANIA,,,,,CHINA,,,,,013,013,01,0.4,2,2.7027027027027
AFGHANISTAN,,,,,AMERICAN,,,,,120,120,12,-4.0,4,-5.23560209424084
CHINA,,,,,AFRICA,,,,,013,013,01,0.4,6,2.7027027027027
TURKISH,,,,,,,,,,190,190,19,-10.0,8,-10.7569721115538
SETTLEMENT,,CVL,,,GOVERNMENT,,GOV,,,070,070,07,7.0,10,1.79171332586786
UNITED STATES,,,,,,,,,,042,042,04,1.9,4,-4.30906389301635
INVESTOR,,BUS,,,,,,,,090,090,09,-2.0,10,-1.33555926544241
AFGHANISTAN,,,,,UNITED STATES,,,,,120,120,12,-4.0,2,-5.23560209424084
IRAQ,,,,,AMERICAN,,,,,120,120,12,-4.0,6,-5.23560209424084
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,1,-0.41928721174004
PAKISTAN,,,,,VATICAN,,,,,010,010,01,0.0,4,-6.66666666666667
ISLAMIC,,,,,FIGHTER,,UAF,,,042,042,04,1.9,2,-3.56816102470265
CHRISTIAN,,,,,PAKISTAN,,,,,190,190,19,-10.0,4,-8.4942084942085
,,,,,AUSTRALIA,,,,,042,042,04,1.9,3,3.59168241965974
PAKISTAN,,,,,VATICAN,,,,,010,010,01,0.0,4,-8.4942084942085
BRITAIN,,,,,AUSTRALIA,,,,,042,042,04,1.9,1,-0.38910505836576
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,1,-0.38910505836576
AFGHANISTAN,,,,,UNITED STATES,,,,,120,120,12,-4.0,1,-3.98406374501992
AFGHANISTAN,,,,,UNITED STATES,,,,,120,120,12,-4.0,1,-3.56816102470265
SETTLEMENT,,CVL,,,GOVERNMENT,,GOV,,,070,070,07,7.0,10,1.61290322580645
IRAQ,,,,,AMERICAN,,,,,120,120,12,-4.0,3,-3.98406374501992
BRITAIN,,,,,AUSTRALIA,,,,,042,042,04,1.9,3,-0.38910505836576
HEALTH CARE PROVIDER,,HLH,,,UNITED STATES,,,,,020,020,02,3.0,2,4.16666666666667
BRITAIN,,,,,AUSTRALIA,,,,,042,042,04,1.9,1,-0.38910505836576
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,3,-0.38910505836576
,,,,,BRITAIN,,,,,042,042,04,1.9,3,-0.41928721174004
HEALTH CARE PROVIDER,,HLH,,,,,,,,020,020,02,3.0,8,4.16666666666667
CHRISTIAN,,,,,PAKISTAN,,,,,190,190,19,-10.0,4,-6.66666666666667
THE UN,UNO,IGO,,,HOSPITAL,,HLH,,,110,110,11,-2.0,10,1.04384133611691
FIGHTER,,UAF,,,ISLAMIC,,,,,043,043,04,2.8,2,-3.56816102470265
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,1,-0.38910505836576
AUSTRALIA,,,,,,,,,,043,043,04,2.8,3,3.59168241965974
BRITAIN,,,,,,,,,,043,043,04,2.8,3,-0.41928721174004
AFGHANISTAN,,,,,AMERICAN,,,,,120,120,12,-4.0,2,-3.56816102470265
IRAQ,,,,,AMERICAN,,,,,120,120,12,-4.0,3,-3.56816102470265
AFGHANISTAN,,,,,AMERICAN,,,,,120,120,12,-4.0,2,-3.98406374501992
JAPAN,,,,,,,,,,020,020,02,3.0,2,-6.4516129032258
ISRAELI,,,,,UNITED STATES,,,,,060,060,06,6.0,3,0.93582887700535
,,,,,AFRICA,,,,,193,193,19,-10.0,10,-2.4390243902439
MEXICO,,,,,JOURNALIST,,MED,,,190,190,19,-10.0,10,-4.98567335243553
COMPANIES,,BUS,,,ANGLOGOLD ASHANTI,,MNC,,,070,070,07,7.0,3,0.30364372469635
PRESIDENT,,GOV,,,FRANCE,,,,,010,010,01,0.0,4,-2.97202797202797
AFGHANISTAN,,,,,,,,,,010,010,01,0.0,3,0.91264667535854
INVESTOR,,BUS,,,,,,,,043,043,04,2.8,5,-1.10769230769231
COMPANIES,,BUS,,,NEWMONT MINING,,MNC,,,070,070,07,7.0,1,0.3003003003003
BRITAIN,,,,,,,,,,043,043,04,2.8,18,-0.41928721174004
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,6,-0.41928721174004
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,2,-0.0842459983150796
CHIEF EXECUTIVE,,GOV,,,AUSTRALIA,,,,,080,080,08,5.0,4,2.37430167597766
CHINA,,,,,TANZANIA,,,,,013,013,01,0.4,6,2.53968253968254
TANZANIA,,,,,CHINA,,,,,013,013,01,0.4,2,2.53968253968254
EUROPEAN,,,,,MILITARY,,MIL,,,071,071,07,7.4,3,-6.32911392405063
FRANCE,,GOV,,,FRANCE,,,,,010,010,01,0.0,1,-2.97202797202797
DETAINEE,,OPP,,,IRAQ,,,,,173,173,17,-5.0,5,-1.7425320056899
COMPANIES,,BUS,,,ANGLOGOLD ASHANTI,,MNC,,,070,070,07,7.0,2,0.3003003003003
COMPANIES,,BUS,,,NEWMONT MINING,,MNC,,,070,070,07,7.0,4,0.3003003003003
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,2,-0.0842459983150796
CHINA,,,,,AFRICA,,,,,013,013,01,0.4,6,2.53968253968254
CONGRESS,,LEG,COP,,PROCURATORATE,,JUD,,,051,051,05,3.4,5,-4.87804878048781
,,,,,UNITED STATES,,,,,120,120,12,-4.0,4,3.63924050632911
PRESIDENT,,GOV,,,FRANCE,,,,,010,010,01,0.0,4,-2.97202797202797
,,,,,INVESTOR,,BUS,,,042,042,04,1.9,5,-1.10769230769231
BRITAIN,,,,,AUSTRALIA,,,,,042,042,04,1.9,12,-0.41928721174004
FRANCE,,GOV,,,FRANCE,,,,,010,010,01,0.0,1,-2.97202797202797
TANZANIA,,,,,CHINA,,,,,013,013,01,0.4,2,2.53968253968254
AFGHANISTAN,,,,,,,,,,010,010,01,0.0,4,0.91264667535854
,,,,,UNITED STATES,,,,,051,051,05,3.4,4,3.63924050632911
,,,,,BRITAIN,,,,,042,042,04,1.9,18,-0.41928721174004
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,2,-0.0842459983150796
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,2,-0.0842459983150796
ARMENIA,,,,,MILITARY,,MIL,,,071,071,07,7.4,1,-6.32911392405063
REPORTERS WITHOUT BORDERS,,NGO,HRI,MED,MEXICO,,,,,190,190,19,-10.0,10,-4.98567335243553
COMPANIES,,BUS,,,ANGLOGOLD ASHANTI,,MNC,,,070,070,07,7.0,3,0.3003003003003
AUSTRALIA,,,,,BRITAIN,,,,,043,043,04,2.8,6,-0.41928721174004
CHINA,,,,,PAKISTAN,,,,,080,080,08,5.0,6,-0.0842459983150796
ARMENIA,,,,,MILITARY,,MIL,,,071,071,07,7.4,1,-6.32911392405063
CHIEF EXECUTIVE,,GOV,,,,,,,,080,080,08,5.0,6,2.37430167597766
PAKISTAN,,,,,CHINA,,,,,080,080,08,5.0,6,-0.0842459983150796
